seed,error_type,corruption_level,method,f1,precision,recall,roc_auc,pr_auc,n_flagged,n_true_errors
51,row_duplication,0.4,IsolationForest,0.42907385697538103,0.40397350993377484,0.4575,0.5101234375,0.4082968245127473,906,800
51,row_duplication,0.4,LOF,0.5287260616153205,0.39637952559300876,0.79375,0.5001697916666668,0.41048278079980205,1602,800
51,row_duplication,0.4,GMM,0.48517258142926595,0.39697692919649963,0.62375,0.4973468750000001,0.40750721915138255,1257,800
51,feature_dropout,0.4,HIF,0.05515587529976019,0.6764705882352942,0.02875,0.6473796875,0.5764999152613902,34,800
51,feature_dropout,0.4,IsolationForest,0.28045685279187815,0.2847938144329897,0.27625,0.3982145833333333,0.3224765046621522,776,800
51,feature_dropout,0.4,LOF,0.527754763877382,0.3946716232961586,0.79625,0.4935635416666667,0.4033995186286389,1614,800
51,feature_dropout,0.4,GMM,0.42036290322580644,0.35219594594594594,0.52125,0.46575,0.4339729530359765,1184,800
51,covariate_shift,0.4,HIF,0.007389162561576354,0.25,0.00375,0.3054869791666667,0.35186506101463233,12,800
51,covariate_shift,0.4,IsolationForest,0.38146167557932265,0.3635334088335221,0.40125,0.45245104166666666,0.3964436249435751,883,800
51,covariate_shift,0.4,LOF,0.29576795054683785,0.23867996930161167,0.38875,0.21821354166666665,0.26928827024218005,1303,800
51,covariate_shift,0.4,GMM,0.3638275499474238,0.3139745916515426,0.4325,0.3182041666666667,0.2997889465906546,1102,800
